text,size,topic
@oliveoilitalian,2,0
@olivieri_mich,1,0
@oltrefreepress,1,0
@openpolitica,1,0
@orofima,2,0
@orruluigi,2,0
@osv_tosti,1,0
@ovverome,8,0
@pagina_99,3,0
@paguro_bernardo,1,0
@palazzo_chigi,8,0
@palermo5stelle,1,0
@paolabacchiddu,2,0
@paolamacchi,1,0
@paolatavernam5s,17,0
@paolo__ferrara,1,0
@paolocristallo,2,0
@paolopdv,1,0
@paolotjti,8,0
@parlaipelu,1,0
@parodial,3,0
@parolibero,1,0
@pasettodaniele,1,0
@pasquino2000,1,0
@patriceinmilano,1,0
@pattyforever60,1,0
@pbuttafuoco,1,0
@pd,2,0
@pdcalabria,1,0
@pdeuropa,1,0
@pdfornacette,1,0
@pdgiubbonari,1,0
@pdnetwork,33,0
@pdnetwork?,1,0
@pdpisa,1,0
@pdreggiocal,1,0
@pdribelle,1,0
@pduniversita,1,0
@peachfra,1,0
@peconomia,1,0
@pellegrinigio,1,0
@penelopy2000,3,0
@pentateca,2,0
@peppedinosauro,3,0
@pescecola,2,0
@petergomezblog,2,0
@pgallooo,1,0
@pguzzanti,1,0
@phastidio,2,0
@pialocatelli,1,0
@piccionicatia,2,0
@piccolina60,1,0
@piccoloschermo,1,0
@piercarlopadoan,1,0
@pierdalex,5,0
@pierogiovatti,1,0
@pierpaolovargiu,1,0
@pietrobellomo,1,0
@pimpinellas,4,0
@pinapic,2,0
@pinotche,1,0
@pinucciotwit,1,0
@pippofrignani,1,0
@plebanifabio,4,0
@ploomia,1,0
@pndelogu,2,0
@poetaestinto76,1,0
@poke_dem,4,0
@pontifex_it,1,0
@popoloviola,1,0
@pppmanuli,1,0
@premiertusk,8,0
@progettodegage,2,0
@progettorena,1,0
@psibergamo,6,0
@psychok9,1,0
@quagliariello,1,0
@qualenergiait,1,0
@questotizio,2,0
@radiovaticanait,1,0
@raffaelefitto,5,0
@raffo1900,1,0
@rainews,2,0
@raiportaaporta,1,0
@raitre,1,0
@raoulpx,1,0
@raulito_79,1,0
@rbonanni1,3,0
@renatapolverini,4,0
@renatobrunetta,4,0
@renbowie,1,0
@renzinews,3,0
@reportrai3,1,0
@repubblicait,12,0
@retrtrl05,5,0
@ri_ghetto,1,0
@riccardo_fra,8,0
@riccardo_nuti,1,0
@riccardodeias,1,0
@riotta,3,0
@robdellaseta,1,0
@robersperanza,4,0
@robersperanza?,1,0
@robertalombardi,4,0
@robertodipiazza,1,0
@robertogrison,1,0
@robertopedron,1,0
@rogerhalsted,1,0
@romacapitaletw,1,0
@romano5stellebs,3,0
@romano__prodi,2,0
@rominatamerici,1,0
@rosagravagno,3,0
@rosamdigiorgi,1,0
@rosariocarello,1,0
@rosariocrocetta,1,0
@rostokkio,5,0
@rsilo1977,1,0
@sabbruz,1,0
@saldabarre1,1,0
@sandaniele17,1,0
@sandraamurri1,2,0
@sandrogozi,1,0
@sandybat1,1,0
@sarabentivegna,1,0
@saraosalvatore,1,0
@sarasc183,1,0
@saritam24,1,0
@sberlusconi2014,1,0
@sbuffagni,1,0
@scarpello00,4,0
@sceltaeu,2,0
@sciarma,1,0
@scrivicomi,1,0
@sebmarras,2,0
@senato5st,4,0
@senato5stelle,8,0
@senatoripd,4,0
@sergiosierra67,1,0
@sergiosilvestri,3,0
@seriopositivo,2,0
@serracchiani,2,0
@sevenseasmarina,1,0
@sferriam,2,0
@sfucksia,2,0
@shareaholic,1,0
@sheikrakra,1,0
@sherlockholme6,2,0
@shivabakta,1,0
@siciliano741,1,0
@silvanadalllera,1,0
@silvialerario,2,0
@simonabonafe,27,0
@simoneparigi,1,0
@sinceralettura,1,0
@skytg24,5,0
@slavina6,6,0
@smenichini,1,0
@sole24ore,1,0
@spicgil,1,0
@spilombardia,1,0
@steal61,4,0
@stefaniapezzopa,1,0
@stefanobenigni,1,0
@stefanoceccanti,1,0
@stefanoepifani,1,0
@stefanofirpo,1,0
@steff975,1,0
@stegiannini,5,0
@stellabianchi,1,0
@stevetherat,1,0
@stiamocongrillo,4,0
@storace,2,0
@stuppi86,1,0
@supersocrates,1,0
@supposterette,2,0
@susicomizzi,1,0
@suzukimaruti,3,0
@svignaroli,3,0
@synchronycyty,4,0
@taccaglino,1,0
@taibimichela,6,0
@talentjam,1,0
@tango_down72,2,0
@tannico72,1,0
@tatianabasilio1,1,0
@tempoweb,1,0
@terlib,1,0
@tgla7,2,0
@thebaffometto,1,0
@thelambkin,1,0
@thruon1,1,0
@tifoasteroide,1,0
@tikkunfenix_ceo,1,0
@tizianam__,5,0
@tobiazevi,1,0
@toiapatrizia,1,0
@tonino10000,1,0
@toninodesposito,1,0
@topworidpics,1,0
@tossina_libera,5,0
@traversatasar,2,0
@tris1986,1,0
@tru3dom,7,0
@tulliocampana,2,0
@tweetpolitica,1,0
@twitsofia_it,1,0
@tzetze_news,3,0
@uleonicpp,1,0
@unonemonessuno,1,0
@utetlibri,1,0
@uzupetru,9,0
@valedinotte,1,0
@valeriafedeli,2,0
@valeriamarano76,1,0
@valterrimini,18,0
@vaurosenesi,6,0
@vegacolonnese,1,0
@velosilvia,1,0
@veltriveltri,2,0
@vera_fany,1,0
@verdieuropei,1,0
@vic_bonheur,1,0
@vieniconmeharry,1,0
@vignali,1,0
@vilmamoronese,1,0
@vincenzolamanna,1,0
@visionaria_io,1,0
@vitocrimi,5,0
@vitogallo82,1,0
@vittoriobertola,3,0
@vittoriotrip,1,0
@vittoriozucconi,4,0
@vivecaanna,2,0
@vivolidonatella,2,0
@vlongo_ig,1,0
@vmaggio,2,0
@vpeluffo,1,0
@vroom_frenchiiz,2,0
@walterrizzotti,2,0
@welikechopin,1,0
@weuropa,2,0
@wikileaks,2,0
@workly_it,2,0
@xendrius,1,0
@youdem,2,0
@youtube,11,0
@zamperlalma,1,0
@zanalessandro,1,0
@zia_dadde,1,0
@zuckerbergceo,2,0
[@ilmangla,1,0
[@lvix1],3,0
[http,1,0
[lombardia],1,0
[video],1,0
_\,1,0
_____,4,0
abbassamento,2,0
abbassando,1,0
abbassare,1,0
abbastanza,7,0
abbattere,2,0
abbia,2,0
abbiamo,24,0
abbindolano,1,0
abbondanza,1,0
abete,4,0
abissale,2,0
abitazioni,2,0
abituato,2,0
abolire,1,0
abolito,3,0
abolizione,2,0
abruzzo24ore,2,0
abusava,4,0
abusivismo,1,0
acanfora,1,0
accadrà?,1,0
accaduto,1,0
accalappiarsi,1,0
accecato,1,0
accenti,1,0
accesa,1,0
accettare,3,0
accetti,1,0
accetto,2,0
accoglienza,1,0
accolti,16,0
accomodatevi,1,0
accontonata,1,0
accoppia,1,0
accorata,1,0
accordi,1,0
accordo,9,0
accorta,1,0
accorti,1,0
account,1,0
accumul,1,0
accumulare,1,0
accusare,1,0
acqua,2,0
acquisito,2,0
acuta,1,0
ad,37,0
adecco,2,0
aderire,3,0
aderiscono,1,0
adesione,1,0
adesso,21,0
adessomarialaur,1,0
adinolfi,1,0
adnkronos,2,0
adriano,4,0
adunate,1,0
affari,3,0
affatto,1,0
afferma,2,0
affermazione,2,0
affida,1,0
affitto,1,0
affrontare,2,0
agcm,1,0
agcom,12,0
ageluccio,1,0
agenparl,6,0
agente,1,0
agenzia,4,0
agenzie,1,0
aggiungo,2,0
aggredito,1,0
agli,8,0
agnese,1,0
agonizzanti,1,0
agorà,4,0
aguante,1,0
ah,7,0
ahah,1,0
ahahah,4,0
ahahaha,1,0
ahahahahahahah,1,0
aiuta,2,0
aiutare,9,0
aiutato,1,0
aiutiamo,1,0
aiutiamola,3,0
ala,1,0
alba,1,0
alcuna,1,0
alcune,1,0
alcuni,2,0
alema,1,0
alemanno,7,0
alessandra,6,0
alessandro,13,0
alessio,9,0
alessà,1,0
aleteia,1,0
alexis,1,0
alfano,23,0
alfano/casini,1,0
alfio,1,0
ali,2,0
ali-previti-,1,0
alicata,1,0
alitalia,2,0
alla,60,0
allaccio,1,0
allarme,10,0
alle,109,0
alleanza,24,0
alleato,1,0
allegranti,1,0
alleino,2,0
allena,1,0
allerta,1,0
allevano,1,0
allineato,5,0
allo,1,0
allora,7,0
alluvione,3,0
almeno,8,0
alt,3,0
alta,5,0
alternativa,1,0
alternative,1,0
alternativi,1,0
alto,2,0
altra,13,0
altre,2,0
altrettanto,1,0
altri,22,0
altrim,1,0
altrimenti,7,0
altro,25,0
altrui,1,0
amantea,4,0
amati,4,0
amato,1,0
ambasciatore,2,0
ambienti,3,0
ambito,1,0
amica,1,0
amiche,1,0
amici,5,0
amico,4,0
amministrative,1,0
amministratore,1,0
ammor,1,0
amo,2,0
amore,1,0
ampia,3,0
analisi,7,0
anche,79,0
anci,2,0
ancona,1,0
anconalavoro,2,0
ancora,26,0
ancora?,1,0
ancorala,15,0
and,4,0
andar,1,0
andare,25,0
andasse,1,0
andata,2,0
andato,2,0
andavano,1,0
andiamo,6,0
andranno,1,0
andrea,3,0
andremo,2,0
andreose,2,0
andreuc,1,0
andrà,3,0
anello,1,0
anfiteatro,1,0
angela,1,0
angelo,1,0
animali,3,0
animalista,3,0
anke,2,0
anni,23,0
anniversario,1,0
anno,18,0
annoio,2,0
annuncerà,1,0
annunziata,1,0
anonima,1,0
ansa,5,0
ansia,1,0
ansiosa,1,0
anti-corruzione,3,0
anti-sistema,2,0
antiabbattimenti,2,0
anticipa,1,0
anticipo,1,0
antico,2,0
antidemocratico,1,0
antidiplomatico,1,0
antipolitica,1,0
antisismici,1,0
antonio,2,0
anzaldi,1,0
anzi,4,0
anzichè,1,0
ape,1,0
aperte,1,0
aperto,5,0
apocalisse,1,0
apologia,1,0
app,2,0
appalti,7,0
appello,3,0
appena,4,0
appendere,1,0
appetibile,1,0
appoggia,1,0
appositamente,1,0
apprezzerà,1,0
approccio,1,0
appuntamenti,2,0
appuntamento,3,0
appunto,3,0
aprende,1,0
aprile,1,0
aprire,1,0
aprite,1,0
aquila,2,0
aramaico,2,0
arbitra,1,0
arca,1,0
archivi,1,0
arezzo,1,0
argano,1,0
argo,1,0
argomentazioni,1,0
argomenti,5,0
argomento,2,0
aria,3,0
ariano,1,0
arioli,1,0
armata,1,0
arnese,1,0
arrabbiati,1,0
arrendiamo,2,0
arresti,1,0
arresto,1,0
arriva,3,0
arrivando,1,0
arrivare,3,0
arrivata,4,0
arrivato,5,0
arrivi,1,0
arrivo,2,0
arrogante,2,0
arroganti,2,0
art,2,0
arte,2,0
articolo,6,0
asca,1,0
ascesa,1,0
ascione,1,0
ascolatate,1,0
ascoltare,3,0
ascoltiamo,2,0
asfaltalaaa,2,0
asfaltata,1,0
asfalto,1,0
asilo,1,0
asini,1,0
asino,1,0
aspet,1,0
aspetta,3,0
aspettavo,1,0
aspetti,2,0
aspetto,8,0
aspirante,2,0
ass,1,0
assecondano,1,0
assegno,2,0
assemblea,1,0
assenteismo,2,0
assertiva,1,0
assessori,1,0
assetto,1,0
assicura,1,0
assicurativa,1,0
assicuro,1,0
associati,1,0
associazione,4,0
associazioni,1,0
assomigliano,1,0
assumono,3,0
assunti,2,0
assunzioni,1,0
assurdi,1,0
assurdo,1,0
astensione,1,0
asteroide,1,0
astiene,1,0
at,5,0
atene,1,0
attacca,1,0
attaccare,1,0
attaccata,8,0
attaccateci,4,0
attacchi,2,0
attacco,2,0
atteggiamenti,1,0
atteggiamento,1,0
attende,2,0
attendere,2,0
attendo,1,0
attentamente,1,0
attenti,1,0
attenzione,3,0
attesa,2,0
atti,3,0
attimo,1,0
attive,1,0
attivista,3,0
atto,2,0
attonito,1,0
attualità,1,0
attuare,2,0
attuata,1,0
attuazione,2,0
audience,1,0
audiolibro,1,0
auguro,4,0
aula,8,0
aumentando,1,0
aumentare,3,0
aumentato,3,0
aumento,1,0
austerity,2,0
austerità,6,0
auto,4,0
autogol,5,0
autolesionismo,1,0
autonomo,1,0
autorità,1,0
autostima,1,0
autostrade,2,0
avanti,7,0
avanza,2,0
avellino,1,0
avendo,1,0
aver,5,0
avere,11,0
avesse,1,0
avete,9,0
aveva,11,0
avevo,2,0
avezzano,579,0
avrebbe,4,0
avrebbero,1,0
avrei,2,0
avremmo,1,0
avrò,2,0
avuto,3,0
avveri,1,0
avversari,580,0
avversari?,1,0
avversaria,2,0
avversario,2,0
avverte,3,0
avverti,1,0
avvicinare,1,0
avvio,3,0
avvisano,1,0
azienda,3,0
aziende,3,0
azioni,1,0
azionista,581,0
azz,1,0
azzecatissimo,1,0
azzopparlo,1,0
b,16,0
babbo,1,0
baci,1,0
baciamano,1,0
baciare,3,0
badiale,1,0
bagnata,8,0
bah,1,0
baldini,1,0
balla,1,0
balle,1,0
ballottaggio,3,0
bambini,4,0
bamboccio,1,0
banche,5,0
banchetto,1,0
bancomat,1,0
bando,2,0
barbadillo,2,0
barbara,17,0
barra,2,0
barracciu,1,0
base,2,0
basilica,1,0
bassano,2,0
basso,2,0
basta,8,0
bastardo,2,0
bastonare,4,0
battaglia,4,0
batte,1,0
batteria,1,0
batterà,3,0
battista,15,0
battono,1,0
battuta,582,0
battute,2,0
battutitine,1,0
bce,1,0
be,1,0
bean,2,0
bear,1,0
beast,583,0
beatrice,2,0
beccati,1,0
becero,1,0
bechis,1,0
beckett,1,0
beeeeeeeh,1,0
beeeeeeh,1,0
bel,7,0
bell,1,0
bella,8,0
bellissime,1,0
bello,596,0
ben,2,0
bene,14,0
benetti,2,0
beni,2,0
benifei,1,0
beppe,56,0
bere,598,0
bergamini,2,0
berlinguer,599,0
berlusca,600,0
berluscone,601,0
berlusconi,603,0
berlusconi?,605,0
bernini,3,0
bersaglio,3,0
bersani,1,0
bersaniana,3,0
bestemmia,606,0
bestie,1,0
bianca,32,0
bibenda,1,0
bici,1,0
bicicletta,1,0
bidet,1,0
bieber,1,0
big,4,0
biglietti,3,0
biglietto,3,0
bilderberg,1,0
bimbi,1,0
binario,2,0
biologico,1,0
bipartisan,1,0
bipedi,1,0
bis,1,0
bischerata,1,0
bisogna,6,0
bisognava,14,0
bisogno,4,0
bisturi,2,0
bisuschio,1,0
bivio,5,0
blady,1,0
blasting,1,0
bloccato,4,0
blog,7,0
blu,1,0
bluff,24,0
bocca,5,0
boh,1,0
boldrini,1,0
bonaccorsi,3,0
bonafe,3,0
bonafè,5,0
bonalberti,1,0
bonanno,2,0
bonsoir,1,0
boom,1,0
boomerang,14,0
borghi,1,0
borse,1,0
bortone,1,0
boschi,1,0
bosnia,3,0
bota,1,0
br,1,0
braga,1,0
brambilla,3,0
brancaleone,1,0
branco,1,0
brando,1,0
brava,2,0
bravi,2,0
bravissimi,1,0
bravo,5,0
brescia,3,0
breve,1,0
brevemente,1,0
brevettato,1,0
brigate,1,0
bros,1,0
brugnerotto,1,0
bruno,5,0
brutta,2,0
brutto,1,0
bruxelles,2,0
buccarella,1,0
bue,1,0
buen,2,0
bufale,1,0
bufera,1,0
buffa,1,0
buffone,3,0
buffoni,64,0
buffoni?,1,0
bugie,3,0
bulghere,1,0
buon,8,0
buona,5,0
buonasera,1,0
buonaseraaaaaa,1,0
buone,2,0
buongiorno,1,0
buoni,2,0
buono,1,0
burattini,1,0
burocrazia,2,0
bus,1,0
businesscommunity,1,0
bussa,1,0
bussare,1,0
busto,1,0
butta,2,0
by,1,0
c/dx,1,0
ca,1,0
cacciare,3,0
cacciato,2,0
cacciava,1,0
cacciò,1,0
cadere,1,0
caduta,1,0
cagare,1,0
caimano,1,0
calabria,1,0
calat,1,0
calcio,2,0
calibro,1,0
call,1,0
calma,1,0
calo,1,0
calzetta,2,0
cambia,10,0
cambiamento,1,0
cambiamo,1,0
cambiando,4,0
cambiando?,1,0
cambiano,2,0
cambiare,8,0
cambiarlo,1,0
cambiata,2,0
cambiate,2,0
cambiato,11,0
cambiaverso,1,0
cambieremo,3,0
cambio,3,0
camera,13,0
camilla,1,0
camminare,2,0
camomilla,1,0
campagna,22,0
campagne,9,0
campanie,1,0
campo,4,0
campogalliano,1,0
canale,3,0
cancellare,498,0
candida,2,0
candidare,2,0
candidata,8,0
candidati,22,0
candidati?,1,0
candidato,17,0
candidatura,2,0
cani,1,0
cannato,1,0
canone,1,0
cantata,4,0
cantieri,9,0
capace,1,0
capaci,1,0
capannone,1,0
capire,7,0
capirlo,1,0
capisce,5,0
capita,1,0
capitale,2,0
capitan,1,0
capitani,1,0
capite,1,0
capito,7,0
capo,3,0
capogruppo,1,0
capolista,3,0
cappelletti,2,0
cappellino,1,0
cappello,16,0
capri,9,0
capua,2,0
capzioso,1,0
cara,4,0
carabbbinieri,1,0
carattere,1,0
caratteristiche,1,0
carcere,3,0
cardano,1,0
carica,1,0
carico,1,0
carino,2,0
carissimo,1,0
carla,1,0
carletta,1,0
carlino,2,0
carlotta,2,0
caro,8,0
carollo,1,0
carone,2,0
carottine,1,0
carrello,3,0
carriera,2,0
carroarmato,1,0
carrà,1,0
carrère?,1,0
carta,1,0
carte,2,0
cartello,1,0
casa,52,0
casaleggio,26,0
casaleggio?,1,0
casalino,1,0
casapound,1,0
casarini,1,0
casciago,1,0
case,6,0
casi,2,0
casini,1,0
caso,16,0
caso?#consapevolezza,1,0
cassintegrati,2,0
casta,1,0
castelfranco,1,0
castello,1,0
castiglion,1,0
castronerie,1,0
catania,1,0
catanzaro,3,0
catastrofismo,1,0
categoria,3,0
catene,1,0
cattive,1,0
cattozzo,1,0
causa,3,0
cautela,1,0
cav,2,0
cavalca,2,0
cavolo,2,0
cavour,1,0
cazz,1,0
cazzata,1,0
cazzeggiare,1,0
cazzi,1,0
cazzo,6,0
cazzoni,1,0
ce,12,0
ced,1,0
cedere,1,0
cedolare,1,0
cei,1,0
celere,2,0
cell,1,0
cena,2,0
censura,1,0
centemero,2,0
center,1,0
centomila,2,0
centrali,1,0
centristi,1,0
centro,9,0
centrocampo,5,0
centrodestra,1,0
cercano,1,0
cercare,1,0
cercarsene,1,0
cercasi,2,0
cercate,1,0
cerchi,1,0
cerco,1,0
ceremony,1,0
certamente,1,0
certificazione,1,0
certo,11,0
cervello,2,0
cesa,5,0
cesseranno,1,0
cesvot,1,0
ceto,2,0
cgil,2,0
channel,6,0
cher,1,0
chi,55,0
chiacchiere,3,0
chiacchierone,1,0
chiama,3,0
chiamano,5,0
chiamasi,1,0
chiamate,3,0
chiamati,1,0
chiamato,3,0
chiamava,1,0
chiamo,2,0
chiara,1,0
chiaramente,1,0
chiarisce,1,0
chiaro,3,0
chiave,1,0
chiavi,1,0
chieda,1,0
chiede,7,0
chiedere,2,0
chiederlo,1,0
chiedervi,1,0
chiederà?,1,0
chiedi,1,0
chiedono,4,0
chiesa,6,0
chiesto,3,0
chimiche,1,0
chiodini,1,0
chisari,2,0
chissà,1,0
chiudi,1,0
chiudo,1,0
chiudono,2,0
chiunque,14,0
chiuso,1,0
chiusura,2,0
cia,1,0
cialtronerie,1,0
ciao,3,0
ciarambino,1,0
ciascuno,1,0
cicchito,1,0
cicchitto,5,0
ciclo,1,0
ciellini,1,0
cielo,2,0
cifra,1,0
ciglio,1,0
cimiteriali,1,0
cinema,2,0
cinema?,1,0
cinematografica,1,0
cinetivu,1,0
cinque,1,0
cinquestelle,1,0
circa,1,0
circo,1,0
circolo,3,0
circoscrizione,3,0
cisl,1,0
cit,1,0
citazioni,1,0
cittadinanza,1,0
cittadini,8,0
cittadino,3,0
città,2,0
città?,1,0
ciucciate,4,0
civati,2,0
civica,2,0
civiche,1,0
civiltà,1,0
civitavecchia,1,0
ciò,3,0
clamoroso,6,0
clandestina,4,0
clandestini,1,0
clandestinità,497,0
clarence,1,0
classe,11,0
classifica,2,0
cliccando,1,0
clientele,1,0
clown,6,0
club,2,0
cm,2,0
cmq,1,0
co,7,0
coalizione,2,0
coccodrilla,1,0
coda,1,0
codacons,9,0
codice,1,0
coerente,1,0
coerenza,3,0
coglione,4,0
coglioni,3,0
cognato,1,0
cognizione,1,0
cognome,1,0
coincidenze,1,0
col,25,0
colazione,1,0
coldplay,4,0
collabora,8,0
collaborare,1,0
collaborazione,3,0
colle,2,0
collega,2,0
collegamenti,1,0
collo,1,0
collusideviati,1,0
colmare,1,0
colonna,4,0
colorate,1,0
colori,1,0
colorita,4,0
colpa,4,0
colpe,1,0
colpevolizzarlo,1,0
colpi,7,0
colpiti,2,0
com,2,0
comandan,1,0
combatte,1,0
combattere,1,0
combatterlo,1,0
combattuta,2,0
combinazioni,1,0
come,106,0
come?,1,0
comico,3,0
coming,1,0
comizi,2,0
comizio,3,0
comm,1,0
commenta,2,0
commentare,1,0
commenti,1,0
commento,2,0
commissione,4,0
commistioni,1,0
compact,2,0
compact?,3,0
compagni,2,0
compete,1,0
competenza?,1,0
competenze,1,0
competitività,1,0
complessiva,1,0
complimenti,2,0
comporterà,1,0
composto,1,0
comprendere,1,0
comprendo,1,0
compresi,1,0
comunali,1,0
comune,31,0
comuni,7,0
comunicati,1,0
comunicato,2,0
comunicazione,1,0
comunista,1,0
comunisti,1,0
comunitarie,1,0
comunque,9,0
concentrati,3,0
concepito,3,0
concerti,2,0
concerto,1,0
concetto,1,0
concittadini,1,0
conclusa,1,0
conclusione,1,0
conclusivo,1,0
concordi,4,0
concordia,1,0
concordo,2,0
concretezza,4,0
concreti,1,0
concreto,1,0
condanna,2,0
condannata,3,0
condannati,1,0
condannato,5,0
condanne,1,0
condividere,1,0
condividete,1,0
condono,1,0
condotta,1,0
condotti,1,0
conduce,2,0
conferenza,1,0
conferma,8,0
confermato,1,0
confessato,1,0
confischerei,1,0
conflitto,1,0
confortato,1,0
confronta,1,0
confrontala,1,0
confrontarsi,1,0
confronti,2,0
confronto,22,0
confuso,2,0
congeda,1,0
congeniale,1,0
congratulazioni,1,0
connection/,1,0
cono,1,0
conosce,2,0
conoscendo,1,0
conoscenza,1,0
conosci,2,0
conosci??,1,0
conosco,1,0
conoscono,1,0
consapevole,1,0
consapevolmente,1,0
consciamente,1,0
conseguenza,1,0
consensi,1,0
consenso,8,0
considerando,1,0
considerati,1,0
considerato,1,0
considerazione,1,0
consigli?,1,0
consigliere,2,0
consiglieri,3,0
consiglio,2,0
consiste,2,0
consolarti,1,0
consulente,1,0
consulenti,1,0
consultant,1,0
consulti,1,0
consumi,1,0
consumo,1,0
conta,1,0
contagiare,1,0
contanti,1,0
contatt,1,0
conte,1,0
contempliamo,1,0
contenimento,7,0
contenti,2,0
contenuti,5,0
contestano,1,0
contestato,2,0
contestazione,2,0
conti,2,0
continua,5,0
continuamente,1,0
continui,1,0
continuo,1,0
conto,5,0
contraccolpi,1,0
contraddittorio,1,0
contraffazione,1,0
contrasto,1,0
contratto,1,0
contributi,3,0
contro,55,0
contro?,1,0
controcorrenzi,1,0
controlla,2,0
controlli,1,0
controllore,1,0
convegno,2,0
convenzionale,1,0
convertitevi,1,0
convince,1,0
convincenti,1,0
convintamente,3,0
convinto,3,0
convinzione,2,0
convivi,1,0
con renzi,2,0
coop,2,0
coop?,1,0
coordinatore,2,0
copia,1,0
copioncino,1,0
copriva,2,0
coraggio,7,0
coraggioso,1,0
cornuto,1,0
corre,2,0
correnti,1,0
correre,1,0
corretta,1,0
correzioni,1,0
corrotta,1,0
corrotti,2,0
corruzione,8,0
corso,2,0
corta,2,0
corte,2,0
cos,12,0
cosa,31,0
cosano,1,0
cosciente,2,0
cose,21,0
cosi,3,0
costa,1,0
costano,1,0
costi?,1,0
costiera,1,0
costituzionali,1,0
costituzione,2,0
costo,4,0
costoso,2,0
costretti,1,0
costretto,1,0
costruire,1,0
costruttori,2,0
costruzione,1,0
costui,5,0
costume?,1,0
così,27,0
cover,1,0
cozzolino,1,0
cpl,1,0
cr,3,0
creare,4,0
creata,1,0
creato,1,0
creazione,1,0
crede,1,0
credere,4,0
creditizia,1,0
credito,2,0
credo,9,0
credono,1,0
credulone,1,0
cresce,7,0
crescita,2,0
cresta,1,0
cretino,2,0
crimine,1,0
criptofascisti,1,0
crisanti,2,0
crisi,7,0
cristiano,1,0
criteri,1,0
critica,1,0
criticare,1,0
croce,1,0
crocetta,5,0
crolla,1,0
cronaca,1,0
cronemberg,1,0
crosetto,1,0
crozza,1,0
cruda,1,0
csv,1,0
cu,1,0
cubo,1,0
cucina,1,0
cugino,1,0
cui,26,0
culo,2,0
culona,2,0
culone,1,0
cultura,12,0
culturale,1,0
culturali,3,0
cuore,3,0
cuori,22,0
cuperlo,1,0
cur,3,0
cura,3,0
curatelo,1,0
curiosi,2,0
curiosità,1,0
curioso,1,0
cuts,1,0
cutting,1,0
cv,1,0
dagli,1,0
dagoreport,1,0
dai,9,0
daily,1,0
daje,1,0
dal,28,0
dalla,23,0
dalle,14,0
damiano,1,0
dannatissima,1,0
danneggia,1,0
danni,2,0
danno,6,0
dannoso,2,0
dare,5,0
dark,1,0
data,4,0
dati,3,0
dato,9,0
david,2,0
davide,1,0
davvero,5,0
dc,3,0
deal,1,0
debbio,3,0
debito,1,0
deboli,2,0
decadere,1,0
decaduto,1,0
decenni,1,0
deci,1,0
decida,2,0
decide,1,0
decidere,2,0
decimati,1,0
deciso,6,0
decreto,6,0
def,1,0
deferente,1,0
definendola,2,0
definisce,1,0
definizione,1,0
degli,14,0
dei,60,0
dela,1,0
delazione,1,0
dele,1,0
delegare,1,0
delegato,1,0
delinquenziali,1,0
delirio,4,0
delizioso,1,0
delocalizzato,1,0
deludente,1,0
dem,1,0
demagogh,2,0
demagogia,1,0
dementi,1,0
demenza,1,0
demistificazione,1,0
democr,1,0
democraticamente,1,0
democratici,1,0
democratico,2,0
democratico?,1,0
democrazia,6,0
democrazia?,2,0
democristi,2,0
demolisce,3,0
denari,1,0
denigratoria,1,0
dente,1,0
dentiera,2,0
dentro,3,0
denunciare,1,0
depravato,1,0
deputati,7,0
derubando,1,0
destra,5,0
detenuti,1,0
determinante,1,0
determinato,1,0
detta,5,0
dettare,2,0
detto,26,0
deve,10,0
devi,3,0
devo,11,0
devono,4,0
devoti,1,0
dia,2,0
dialoghi,2,0
dialogo,1,0
diamo,2,0
diano,1,0
diario,1,0
dibattito,1,0
dica,19,0
dice,31,0
diceva,1,0
dichiarato,5,0
dichiarazione,2,0
dichiaro,1,0
dici,2,0
dici?,1,0
diciamo,2,0
diciate,1,0
dico,7,0
dicono,10,0
didietro?,1,0
dieta,1,0
difende,4,0
difendiamo,1,0
difensore,1,0
difesa,4,0
diffamazione,1,0
differenti,1,0
differenza,2,0
differita,1,0
difficile,1,0
diffondete,1,0
diffondi,2,0
diffusa,1,0
diffusione*****,1,0
diffuso,1,0
digitale,1,0
dignità,5,0
dilazio,1,0
dilettante,1,0
dilungherò,1,0
dimaio,1,0
dimensioni,1,0
dimentica,2,0
dimenticandosi,4,0
dimenticaste,2,0
dimenticavo,1,0
dimezzamento,1,0
dimezzi,3,0
diminuisce,2,0
dimissioni,14,0
dimmi,1,0
dimostrare,2,0
dimostrata,1,0
dimostro,2,0
dio,4,0
dipendenti,4,0
diploma,2,0
dir,1,0
dirci,2,0
dire,24,0
diretta,16,0
dirigente,1,0
dirigenti,1,0
dirigere,1,0
diritti,5,0
diritto,6,0
dirmi,1,0
dirti,1,0
dirvi,1,0
dirà,1,0
dirà?,2,0
disaccordo,1,0
disastrate,1,0
disastro,2,0
disastroso,1,0
disco,2,0
discorsi,1,0
discorso,3,0
discriminatoria,1,0
discussione,1,0
discuti,1,0
disegnini,1,0
disfattismi,1,0
disfattisti,1,0
disgustato,1,0
disinformazione,1,0
disoccupati,3,0
disperati,2,0
disperato,3,0
disperazione,2,0
disperdo,1,0
dispiace,1,0
disponibile,2,0
disponibili,1,0
dispotico,1,0
disputa,1,0
disse,1,0
dissens,1,0
distanza,1,0
distanze,1,0
district,1,0
distrugge,1,0
distruggono,1,0
distrutto,2,0
disturbare,1,0
disturbava,3,0
dite,5,0
dite?,1,0
diteci,1,0
ditemi,1,0
dito,3,0
dittatore,4,0
dittatore?,1,0
dittatura,1,0
