TimeWindows,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10,Cluster11,Cluster12,Cluster13,Cluster14,Cluster15,Cluster16,Cluster17,Cluster18,Cluster19
2014-05-22 00:00:00/2014-05-24 00:00:00,1.7941185287328756,1.3039959231391827,5.443808267633922,2.3292065109865403,9.189424143409575,1.588776641985671,8.85068497257112,19.138763152372672,7.082046823945562,1.9275158128241254,3.3754009412752177,0.9412752180820768,8.660331544710573,7.853952456608411,11.680506010372014,2.919751791120837,0.8933121496447735,2.958721784226146,0.7719056326628496,1.2965016936958542
2014-05-23 00:00:00/2014-05-25 00:00:00,1.6702100992470592,1.720344254532963,5.738503959669857,2.339593913342184,10.016618544066993,1.644214611321035,8.449461986240959,18.47350781257253,7.887773764982221,2.097278829460315,3.18723250178719,1.1215196219513326,9.457715553657472,7.308445748345108,10.51703168664296,2.6106897159992943,0.8467101781619333,2.8530047998811634,0.74829868815627,1.3118437299811532
2014-05-24 00:00:00/2014-05-26 00:00:00,1.4918390292859245,1.6653964277359814,5.010526633514688,1.9121497724888885,7.190558477524316,2.9278378521140045,7.839512228250617,16.495498826601064,12.885504938839881,2.516582277525826,2.336988099999245,1.5280597037450667,12.859848627764656,4.8875272598305175,8.700507844039812,2.001192263867613,0.6104692841134612,3.7669501437508015,1.3741218372937118,1.9989284717139169
2014-05-25 00:00:00/2014-05-27 00:00:00,1.411878655424619,1.4139482518119315,4.988969051255624,1.7984792605746027,5.748097006121866,2.768706046946724,9.74407371074493,13.551717144122552,13.823662109415421,2.279039541708576,2.2736585911015634,1.2719739396422909,12.15060038991196,4.209559051793719,11.600915589441747,2.5679551973774073,0.5426481727533496,2.7240027649807734,2.6167976721179835,2.513317852752356
2014-05-26 00:00:00/2014-05-28 00:00:00,1.4529192004581277,1.4403752283821003,5.583158354012708,1.8679610591475553,7.099888195031497,2.220283057456846,10.391317389763028,11.874778435275832,13.081181314935508,2.108478088953124,2.5458809413432957,1.0760546480870443,10.721278394371575,4.351667530200976,13.33587848708789,2.8627525837855528,0.6211993128084863,1.6945270104442203,3.037822802759674,2.6325979656949636
2014-05-27 00:00:00/2014-05-29 00:00:00,1.729526244761702,1.8502734569216563,6.722778606435116,2.285318559556787,11.877619149087293,1.5626109808935293,10.483699126358406,11.914908729313161,10.881454648767669,2.194758150436821,3.6703601108033244,0.8771929824561404,6.848852901484481,5.231195397400383,12.948362809858654,2.457560906314369,0.9872860288372753,1.1151360181831096,2.0615810782015767,2.299524113928546
2014-05-28 00:00:00/2014-05-30 00:00:00,1.3689374180732172,2.5000337842403275,6.677117258341329,2.3946269544183028,14.042081649752022,1.4189380937580236,12.343410046081702,12.26638197813484,9.15552912877201,2.0405681157853484,4.612224489520129,0.6216300220273246,4.048703360856227,4.990607981188935,12.717739428911202,2.795983729509858,1.4148839849187151,0.989202556791308,1.562183272746929,2.0392167461722455
2014-05-29 00:00:00/2014-05-31 00:00:00,1.6747472826948062,2.5414329625756564,6.667300440472795,2.216623886934753,16.31809107329594,1.3927179389675823,11.04667744082137,11.68678898501125,8.66210349526254,2.075609215071141,4.7865766707861965,0.693982317710809,3.9880216750641693,4.685172861805621,12.390277909813987,2.9565548055898847,1.5812656462908388,0.9775960959533542,1.4370821053965839,2.2213771904807174
2014-05-19 00:00:00/2014-05-22 00:00:00,1.6494771449348096,1.1803926790048853,5.52044819074736,1.9572498130831548,8.665772197015475,1.5168430000921782,21.90870264346508,13.929145713202987,7.9370525517990105,1.733461699970298,3.3312166494259348,0.842918156026916,5.202433503692248,9.068795640996752,9.211159703800814,2.187183137540072,0.7911959605477431,1.6300173090119523,0.6570255128690967,1.0795087927732314
2014-05-20 00:00:00/2014-05-23 00:00:00,2.098970287203027,1.3499472737423237,6.144159791576205,2.0175547422616464,10.692574902301345,1.7857142857142858,12.90397618013771,14.949444823522114,7.045158488927486,1.9485453755970474,3.9025184541901865,1.0157558464115128,6.341883257862415,10.597977792940885,10.111035295577198,2.457198684945103,0.9451957074623162,1.8144035729793437,0.693970597357484,1.1840146392903665
2014-05-21 00:00:00/2014-05-24 00:00:00,1.8359445344858634,1.4649738879884746,5.822078155951738,2.305960741941293,10.525841887268143,1.7044840626688276,9.126598235188187,18.36394741581127,7.613902395101746,1.8998739420133262,3.714208535926526,1.0084638933909598,8.441383036196651,7.519358905096344,10.283630470016208,2.7228525121555913,0.9283270304339997,2.676931388438682,0.7752566180443003,1.2659823518818656
2014-05-22 00:00:00/2014-05-25 00:00:00,1.6702100992470592,1.720344254532963,5.738503959669857,2.339593913342184,10.016618544066993,1.644214611321035,8.449461986240959,18.47350781257253,7.887773764982221,2.097278829460315,3.18723250178719,1.1215196219513326,9.457715553657472,7.308445748345108,10.51703168664296,2.6106897159992943,0.8467101781619333,2.8530047998811634,0.74829868815627,1.3118437299811532
2014-05-23 00:00:00/2014-05-26 00:00:00,1.5930615993856625,1.544376352019434,5.1556171231536,2.051807126114867,7.859906945929261,2.4794342473110187,8.178117737993064,17.380633309743576,10.94213482300152,2.3193250317457927,2.6847153418758376,1.3315666109546827,11.453580875230251,5.880876735980405,9.698402421212714,2.3087849266458877,0.70518322216032,3.4963034345685333,1.172461214922781,1.7637109200507932
2014-05-24 00:00:00/2014-05-27 00:00:00,1.4200986602308678,1.5566942452916988,5.167276510513614,1.8794278555908643,6.562603950655729,2.6186718379537557,9.461544450185077,14.108625338834903,13.152810117981783,2.292753356500322,2.3617588981761304,1.2927038140601446,11.948221072523054,4.530302279659997,11.168989263445464,2.5011854798185333,0.5757539297771298,2.7177567183087628,2.3401725492416467,2.342649671250522
2014-05-25 00:00:00/2014-05-28 00:00:00,1.4693524153912756,1.4060527569911563,5.2123994572236185,1.8164091631712402,6.507859707584681,2.633847855269333,9.548062266491563,13.279831782976757,13.565771619197987,2.265691221355995,2.3952008672780782,1.243438117308091,11.747179709185362,4.301466442086269,11.803931127061333,2.5599982538025268,0.5937071408562916,2.5465379816139957,2.582917095637053,2.5203450195173946
2014-05-26 00:00:00/2014-05-29 00:00:00,1.4584675914934029,1.5670047145812842,5.69238447337691,1.9691735188801294,7.609712134353453,2.131979203511951,10.782000281033623,11.977362257184527,12.704657890018945,2.1222883889505333,2.734747869232148,1.0281954249664456,9.97136364297101,4.4921770899452955,13.239590853809217,2.8103362228112085,0.6657589603694138,1.6067370542830977,2.884470954206056,2.551591474021349
2014-05-27 00:00:00/2014-05-30 00:00:00,1.5295137432542012,2.1428105397571047,6.725759397515123,2.255590041849584,13.415168377000438,1.4922312632236296,11.03468202704844,11.968608151814259,9.943237424153455,2.080362385705897,4.198007251442366,0.7503099106152541,5.528991788533774,4.983735518086664,12.891349532570906,2.704843926217972,1.27506081704555,1.0728033628796987,1.8026079094781384,2.204326631807548
2014-05-28 00:00:00/2014-05-31 00:00:00,1.6287439052704897,2.5504991873693985,6.639192013002089,2.3659159507778034,15.07545855583933,1.4023682377524957,11.80752263756675,11.982818667285812,8.941258416531227,2.1174831669375433,4.640120733689343,0.6814488042721151,3.991177153471093,4.932667750174135,12.412351985140468,2.8058973763640584,1.4313907592291617,0.958904109589041,1.49756210819596,2.137218481541676
2014-05-19 00:00:00/2014-05-23 00:00:00,1.6494771449348096,1.1803926790048853,5.52044819074736,1.9572498130831548,8.665772197015475,1.5168430000921782,21.90870264346508,13.929145713202987,7.9370525517990105,1.733461699970298,3.3312166494259348,0.842918156026916,5.202433503692248,9.068795640996752,9.211159703800814,2.187183137540072,0.7911959605477431,1.6300173090119523,0.6570255128690967,1.0795087927732314
2014-05-20 00:00:00/2014-05-24 00:00:00,1.995032858763529,1.334280428850301,5.905379025581799,2.12381059452388,10.180084420960108,1.718569545087538,11.522030191224717,16.377768465807467,7.057735351532557,1.941375468863383,3.7228008135482353,0.9903621107284117,7.132344674631807,9.662418364113936,10.64613717894995,2.6149034678004557,0.9275063111310977,2.204552190754576,0.7205420929448197,1.2223664442014246
2014-05-21 00:00:00/2014-05-25 00:00:00,1.7368943723570072,1.7165067443588748,5.928853754940712,2.319585933852012,10.751514274627926,1.7125607518431074,8.767995370035448,18.10158300066424,8.041275081714929,2.027582487685215,3.4895727147770845,1.1180312128007996,9.065260139556601,7.223139300112461,9.836044010969859,2.5570031502173585,0.8858753197898102,2.6780135873675626,0.7576305630273654,1.2850782293016252
2014-05-22 00:00:00/2014-05-26 00:00:00,1.5930615993856625,1.544376352019434,5.1556171231536,2.051807126114867,7.859906945929261,2.4794342473110187,8.178117737993064,17.380633309743576,10.94213482300152,2.3193250317457927,2.6847153418758376,1.3315666109546827,11.453580875230251,5.880876735980405,9.698402421212714,2.3087849266458877,0.70518322216032,3.4963034345685333,1.172461214922781,1.7637109200507932
2014-05-23 00:00:00/2014-05-27 00:00:00,1.4915374573437465,1.5084281886265258,5.220094817122049,1.9653367840047637,7.064333646336715,2.4219590958019377,9.344868653093007,15.069395140049927,11.993278061516616,2.2229920069624165,2.555367244577789,1.2255800105352357,11.320225362435014,5.165128369557749,11.266690332776035,2.581132766873554,0.6364084007054027,2.763781691592424,2.040629365824611,2.14283260426448
2014-05-24 00:00:00/2014-05-28 00:00:00,1.4692474262052198,1.5347794704251034,5.342919373425015,1.8864997657308564,7.137927541187048,2.5171269738758246,9.320746115564335,13.813331813749699,12.99908824981955,2.2796920310501587,2.4582431080550595,1.2656865352226823,11.618483202269244,4.576479377983766,11.39117881700414,2.501297977687447,0.6166976914991958,2.5639808025934228,2.3398422165659944,2.366751510086236
2014-05-25 00:00:00/2014-05-29 00:00:00,1.4719259908227007,1.4964301179219157,5.3167242345817005,1.8905101893531244,6.906807112238972,2.540708739917223,9.883890718306596,13.24229882279488,13.267474295842018,2.263107190450775,2.5376876831515665,1.1973454981219096,11.148370811220875,4.402686726483591,11.855633767358489,2.547086526422498,0.6267014423867691,2.419866469290958,2.511840864156504,2.47290279917693
2014-05-26 00:00:00/2014-05-30 00:00:00,1.4287712644839405,1.745067106009621,5.897712877981302,2.019397405907816,9.096031147757564,1.9898660988366221,10.95261779494393,11.987379251925365,11.952407967235793,2.088951405457075,3.140032795293642,0.9453903961080846,8.802660926195047,4.535387054407548,13.158140149366243,2.843554015092052,0.849413648126705,1.4917195769251692,2.613520675800648,2.4619784421458384
2014-05-27 00:00:00/2014-05-31 00:00:00,1.7005777442853554,2.215523737754333,6.693460604538223,2.249016160093779,14.22423176756259,1.4728292723771246,10.78121075106757,11.794356526835804,9.708615925646821,2.131792681905719,4.260236121577493,0.7803734405090849,5.337017499790672,4.942644226743699,12.653437159842586,2.7212593150799633,1.3011806078874655,1.0424516453152475,1.7315582349493426,2.2582265762371265
2014-05-19 00:00:00/2014-05-24 00:00:00,1.6863110323979358,1.2118690647042658,5.500931326147364,2.051971052551223,8.799123637362973,1.5351613789734038,18.583391859293414,15.255809337689701,7.719319673883172,1.7828788665302757,3.3424684723197657,0.8679654340590552,6.083010168249412,8.759427768786834,9.839995114354638,2.3737366026443554,0.8172005252068766,1.9683807139149287,0.6862804971144157,1.1347674738159943
2014-05-20 00:00:00/2014-05-25 00:00:00,1.9038444475428744,1.5185124155501755,5.959548586904626,2.164112574415136,10.384951770119022,1.7213187481779118,10.876757126741282,16.553221874353024,7.428626958876791,2.016232956874078,3.576996691721699,1.0638882199096666,7.75987730216876,9.100934176669666,10.295801486401412,2.5270514071801893,0.9003756142285543,2.287063913570701,0.7186949412495405,1.2421887873448847
2014-05-21 00:00:00/2014-05-26 00:00:00,1.6487328650428401,1.574014393569285,5.380551028200065,2.0917066602074876,8.711270583501998,2.3700534934990825,8.426355093377563,17.347412154478388,10.48193414100443,2.2353960284258627,2.964927477923155,1.2911516087051125,10.845262972070893,6.08750271983447,9.422327685656928,2.3302310114499902,0.7553955357766,3.2699594795981626,1.101071101604805,1.6647439660728875
2014-05-22 00:00:00/2014-05-27 00:00:00,1.4915374573437465,1.5084281886265258,5.220094817122049,1.9653367840047637,7.064333646336715,2.4219590958019377,9.344868653093007,15.069395140049927,11.993278061516616,2.2229920069624165,2.555367244577789,1.2255800105352357,11.320225362435014,5.165128369557749,11.266690332776035,2.581132766873554,0.6364084007054027,2.763781691592424,2.040629365824611,2.14283260426448
2014-05-23 00:00:00/2014-05-28 00:00:00,1.5258995175041952,1.4945346764455272,5.3605127106018395,1.9637004239481017,7.495674265670659,2.355238189830473,9.23877530750613,14.741998044924909,11.967255105934752,2.21827838387429,2.618180107372306,1.209114622811649,11.102630987417472,5.148015912429364,11.441632644526575,2.574269329890171,0.6649346304437603,2.6328170331996845,2.0664202784152392,2.1801178272529107
2014-05-24 00:00:00/2014-05-29 00:00:00,1.4715168396763667,1.6054788699978166,5.425757298570089,1.9468754979315555,7.445810293241114,2.4431841653339315,9.631397867230055,13.74409121220884,12.775374592064964,2.2764693038105412,2.5792116895149633,1.2236575765265476,11.100849213046839,4.646771042956371,11.46467120288461,2.4939363001693704,0.644139013638161,2.4514461407722585,2.2938784663413023,2.3354834140843077
2014-05-25 00:00:00/2014-05-30 00:00:00,1.4480540698574305,1.6380896692864637,5.523070837704439,1.9390510258482812,8.105892536731618,2.376161567521397,10.140964566816288,13.064875803280193,12.630344930377607,2.2179418829288986,2.8654387443318945,1.1115506102349793,10.114307989520812,4.447635590256878,11.997752821871005,2.610051536049438,0.7678814040277229,2.2162221037485454,2.366416152166062,2.4182961574400514
